CandidateID,Name,Age,Gender,Location,EducationLevel,SkillsQualifications,PastTrainingExperience,WorkExperience,ProgramInterest
43d633f0-9221-4b84-9f24-ac2984a4dc34,Pooja Gupta,19,Female,"Delhi, Delhi",BE/BTech,"Adaptability, Communication, Digital Marketing, Sales; Cert: Coursera Certificate",1-month Excel & MIS training,Freelance graphic designer (6 months),Accounts Executive
ad8e568f-bad4-4e95-8a96-533b59fc6ee9,Diya Mehta,18,Prefer not to say,"Dehradun, Uttarakhand",BCom,"Customer Support, Data Entry, Leadership, Problem Solving, Python; Cert: Google Data Analytics (Intro)",8-week coding bootcamp,Part-time retail associate (3 months),Graphic Designer
1314afe1-28dd-40e1-8618-e79ffddca720,Ira Patel,22,Female,"Ranchi, Jharkhand",MSc,"Communication, Customer Support, Data Entry, MS Excel, Problem Solving, Teamwork, Web Development; Cert: AWS Cloud Practitioner (Prep)",2-week digital literacy bootcamp,None,Data Analyst
efc7b0d3-31bb-4ac9-8f85-7d1270340891,Krishna Singh,24,Male,"Mumbai, Maharashtra",Diploma,"Customer Support, Data Entry, Graphic Design, Leadership, Power BI, Problem Solving, Teamwork",2-week digital literacy bootcamp,Warehouse assistant (2 months),Operations Coordinator
37c8db4e-0eb8-461c-8319-1f42d91918a9,Reyansh Verma,20,Male,"Dehradun, Uttarakhand",12th Pass,"Customer Empathy, Graphic Design, Java, Problem Solving, Python, Tally, Time Management",1-month Excel & MIS training,None,Customer Support Executive
8cbab4bc-f6cb-4f6d-8ce5-a69714740060,Samar Saxena,25,Female,"Ahmedabad, Gujarat",12th Pass,"Communication, Data Entry, Graphic Design, Teamwork",None,None,Junior Web Developer
6926d854-ac99-45eb-9c78-ea2c6e9010b8,Samar Joshi,19,Male,"Ranchi, Jharkhand",BA,"Communication, Customer Support, Graphic Design, Leadership; Cert: Google Data Analytics (Intro)",6-week customer service training,Part-time retail associate (3 months),Sales Associate
902943ea-9a08-4719-85eb-923cf49933d9,Arjun Joshi,24,Female,"Ranchi, Jharkhand",BCom,"Adaptability, Critical Thinking, Graphic Design, MS Excel, Problem Solving; Cert: Google Data Analytics (Intro)",3-month retail internship,Part-time retail associate (3 months),Accounts Executive
6a4493e9-061c-445a-a216-dd3c381c2e17,Muhammad Nair,24,Female,"Thiruvananthapuram, Kerala",Diploma,"Adaptability, Communication, Digital Marketing, Power BI, Problem Solving, Tally; Cert: MS Office Certification",1-month Excel & MIS training,None,IT Support Technician
0194452c-1dd5-4702-ba0f-a90661227220,Diya Singh,21,Male,"Lucknow, Uttar Pradesh",BSc,"Critical Thinking, Data Entry, Problem Solving, SQL; Cert: MS Office Certification",1-month Excel & MIS training,Intern - data entry (2 months),Operations Coordinator
d7d3b65a-345c-43f0-957a-7588aa3190e1,Meera Saxena,23,Female,"Indore, Madhya Pradesh",BA,"Adaptability, Communication, Customer Empathy, Java, Python, Web Development; Cert: Google Data Analytics (Intro)",None,Part-time retail associate (3 months),Data Analyst
93b4dfac-ce66-436e-adc4-fc60f38729d3,Vihaan Chopra,22,Male,"Delhi, Delhi",MBA,"Critical Thinking, Customer Empathy, Customer Support, Graphic Design, Java, Sales; Cert: MS Office Certification",None,Freelance graphic designer (6 months),Graphic Designer
c52077d2-79c1-4b2e-9876-c890d36429cb,Ayaan Verma,25,Male,"Indore, Madhya Pradesh",Diploma,"Adaptability, Critical Thinking, Customer Empathy, MS Excel, Power BI, SQL, Web Development; Cert: MS Office Certification",2-week digital literacy bootcamp,Warehouse assistant (2 months),Accounts Executive
e4009686-ddb4-4bec-a72f-86820bdf4e7a,Saanvi Joshi,18,Female,"Indore, Madhya Pradesh",Diploma,"Adaptability, Critical Thinking, Customer Support, Graphic Design, Leadership, Python; Cert: Coursera Certificate",3-month retail internship,None,Customer Support Executive
0d6742c7-50ee-45cc-b4ce-7082793a8b20,Kavya Singh,23,Male,"Patna, Bihar",BA,"Critical Thinking, Customer Support, Leadership, Python, Sales, Tally, Teamwork; Cert: AWS Cloud Practitioner (Prep)",8-week coding bootcamp,Call center trainee (1 month),HR Assistant
f9c0e342-eb08-406e-844a-ae78f4cc208b,Nandini Gupta,24,Female,"Mumbai, Maharashtra",BBA,"Critical Thinking, Digital Marketing, Power BI, SQL, Teamwork, Time Management",None,Field sales executive (4 months),Graphic Designer
bacca144-10ba-419d-9924-f5b0e3c66aa4,Sakshi Pillai,18,Female,"Dehradun, Uttarakhand",BA,"Communication, Customer Empathy, Data Entry, Graphic Design, SQL, Web Development; Cert: Google Data Analytics (Intro)",3-month retail internship,None,Sales Associate
3324ae5e-7d0a-4cf0-95dc-90a7eeed97b4,Zoya Das,25,Male,"Jaipur, Rajasthan",BCom,"Critical Thinking, Customer Empathy, Data Entry, Digital Marketing, Power BI, Problem Solving; Cert: NSDC Skill Certificate",1-month Excel & MIS training,Part-time retail associate (3 months),Retail Associate
111b7003-65c6-4e3a-b04f-88a3dd78fba0,Rohan Malhotra,20,Female,"Pune, Maharashtra",ITI,"Adaptability, Communication, Customer Support, Digital Marketing, Python; Cert: NSDC Skill Certificate",None,Warehouse assistant (2 months),Retail Associate
e4fb57d9-b5e2-40ec-9b7e-2603a41b7555,Kiara Gupta,21,Female,"Bhopal, Madhya Pradesh",12th Pass,"Communication, Customer Empathy, Customer Support, Graphic Design, MS Excel, Time Management; Cert: Google Data Analytics (Intro)",None,Warehouse assistant (2 months),Business Analyst (Entry)
c35fb501-b30b-40aa-a5f3-491ca986130d,Aadhya Singh,20,Male,"Kochi, Kerala",BA,"Communication, Data Entry, Java, MS Excel, Problem Solving, Sales",None,Warehouse assistant (2 months),Operations Coordinator
cca5f3dd-4f9d-46d4-8a92-44240e22c89c,Nandini Mehta,19,Female,"Jaipur, Rajasthan",BCom,"Communication, Critical Thinking, Customer Empathy, MS Excel, Power BI; Cert: NSDC Skill Certificate",1-month Excel & MIS training,Intern - data entry (2 months),HR Assistant
187b4af4-14a5-45d2-bc44-5379cd599e7a,Neha Saxena,21,Female,"Ahmedabad, Gujarat",BE/BTech,"Critical Thinking, Data Entry, Digital Marketing, Teamwork; Cert: AWS Cloud Practitioner (Prep)",None,Delivery partner (3 months),Customer Support Executive
fe70d797-11bb-4e80-a561-7af9de0a801e,Nandini Kulkarni,18,Male,"Kochi, Kerala",12th Pass,"Customer Empathy, Digital Marketing, Graphic Design, MS Excel, Problem Solving, Tally, Teamwork; Cert: AWS Cloud Practitioner (Prep)",3-month retail internship,Field sales executive (4 months),Business Analyst (Entry)
778eee59-8969-465b-baf8-85d585ee0731,Aadhya Singh,18,Male,"Indore, Madhya Pradesh",ITI,"Critical Thinking, Java, Problem Solving, Teamwork, Web Development",6-week customer service training,Part-time retail associate (3 months),Junior Web Developer
5388dbc6-aafe-4adc-92d0-595820b9e1e6,Rohan Verma,21,Female,"Indore, Madhya Pradesh",BCom,"Customer Support, Graphic Design, Java, Problem Solving, Tally, Time Management; Cert: Google Data Analytics (Intro)",6-week customer service training,Tutor (5 months),IT Support Technician
27740195-a021-4197-9cec-2d2a741ee341,Raj Patel,23,Male,"Patna, Bihar",MA,"Adaptability, Critical Thinking, Digital Marketing, Java, Leadership, SQL",None,Part-time retail associate (3 months),Accounts Executive
